press-cuttings,press-cutting
worlds,world
throats,throat
vacancy,vacancy
layered,layer
stripping,strip
matchmakers,matchmaker
primes,prime
lam_es,lam_e
douses,douse
drupes,drupe
fosses,fosse
poises,poise
rogues,rogue
stropping,strop
piglet,piglet
recedes,recede
negotiated,negotiate
regency,regency
pleased,pleased,please
ticket,ticket
fifty-nine,fifty-nine
fusses,fuss
besides,besides
black-leaded,black-lead
extraditing,extradite
pliancy,pliancy
expatiated,expatiate
replaces,replace
prizes,prize
shakeup,shakeup
taunts,taunt
unquote,unquote
umpired,umpire
zenithal,zenithal
blackings,blacking
visits,visit
cutlet,cutlet
plunder,plunder
drafted,draft
intoxicated,intoxicate
pounces,pounce
pounder,pounder
bethought,bethink
catgut,catgut
cranium,cranium
audited,audit
camp-follower,camp-follower
hovercraft,hovercraft
modernize,modernize
pollarding,pollard
reprove,reprove
speaking-trumpets,speaking-trumpet
stratospheres,stratosphere
blowing-up,blowing-up
humbugged,humbug
pressed,press
primus,primus
interject,interject
spruces,spruce
exposed,expose
negates,negate
dratted,drat
eclipses,eclipse
outfaced,outface
transplants,transplant
trusts,trust
meningitis,meningitis
supplemental,supplemental
repackaged,repackage
everybody,everybody
enlarge,enlarge
recites,recite
ellipses,ellipsis,ellipse
rampantly,rampantly
unleaded,unleaded
crossfire,crossfire
outpaced,outpace
advocate,advocate
condign,condign
misinformed,misinform
sponsoring,sponsor
depreciate,depreciate
curates,curate
strontium,strontium
try-outs,try-out
unlooses,unloose
promoter,promoter
thrive,thrive
decrease,decrease
pibrochs,pibroch
unloaded,unload
superstar,superstar
double-checks,double-check
intemperate,intemperate
broadcasters,broadcaster
bullshitted,bullshit
consign,consign
promotes,promote
expeditions,expedition
in-trays,in-tray
intermingled,intermingle
linkages,linkage
transplantations,transplantation
thirty-fifth,thirty-fifth
dastardly,dastardly
saturate,saturate
descale,descale
subordination,subordination
affable,affable
annotating,annotate
mellower,mellow
sheet-lightning,sheet-lightning
cretinous,cretinous
glass-blower,glass-blower
drinkable,drinkable
upstaging,upstage
nerve-cells,nerve-cell
jockey,jockey
deregulating,deregulate
twenty-three,twenty-three
performances,performance
cordialities,cordiality
blandishment,blandishment
bestialities,bestiality
roughening,roughen
renaissances,renaissance
influx,influx
reaffirms,reaffirm
wood-block,wood-block
short-circuited,short-circuit
watchfully,watchfully
adequacy,adequacy
jack-knives,jack-knife
powwowing,powwow
addle-heads,addle-head
undocks,undock
mechanization,mechanization
thirty,thirty
femininity,femininity
discreteness,discreteness
employer,employer
breathtaking,breathtaking
diaphanous,diaphanous
pre-packaged,pre-packaged
punsters,punster
expectorate,expectorate
graciously,graciously
realigning,realign
astrakhan,astrakhan
arraigning,arraign
menswears,menswear
twisty,twisty
mayhem,mayhem
maniccest,manic
corroborated,corroborate
curtain-lecture,curtain-lecture
inconsequent,inconsequent
mistaking,mistake
boarding-school,boarding-school
preachers,preacher
elongation,elongation
isn't,be negated
splintered,splinter
matriarch,matriarch
nonagenarian,nonagenarian
obstinate,obstinate
thatchers,thatcher
vulcanite,vulcanite
arbitrated,arbitrate
twenty-seven,twenty-seven
naiad,naiad
beldames,beldame
let-up,let-up
gaped,gape
paged,page
poteen,poteen
patten,patten
expenditure,expenditure
flesh-wound,flesh-wound
cadge,cadge
corruption,corruption
medicos,medico
paddle-boxes,paddle-box
hatbands,hatband
pitmen,pitman
incitements,incitement
procession,procession
cited,cite
liked,like
domesticated,domesticate
metallic,metallic
appealed,appeal
disoblige,disoblige
blued,blue
oracular,oracular
outgrowth,outgrowth
potmen,potman
profession,profession
sided,sided,side
dosed,dose
system,system
cadre,cadre
imprecation,imprecation
run-up,run-up
unfastening,unfasten
erred,err
unopen,unopen
flake,flake
oppression,oppression
flame,flame
ricochets,ricochet
broncos,bronco
necromancy,necromancy
bound,bound,bind
indigenous,indigenous
leopard,leopard
mansard,mansard
catching,catching,catch
flare,flare
frame,frame
sunroof,sunroof
half-caste,half-caste
hectare,hectare
mazes,maze
inflamed,inflame
sates,sate
demimonde,demimonde
moralizing,moralize
neighing,neigh
upkeep,upkeep
breve,breve
tacit,tacit
pawls,pawl
tasks,task
egret,egret
overarched,overarch
detestation,detestation
pawns,pawn
sites,site
ultra-fast,ultra-fast
initiated,initiate
wipes,wipe
yanks,yank
earthing,earth
integrating,integrate
left-wings,left-wing
praetor,praetor
retrenching,retrench
setts,sett
tests,test
close-cropped,close-cropped
blunt,blunt
blushing,blushing,blush
bruit,bruit
blurt,blurt
tusks,tusk
brunt,brunt
reproduction,reproduction
brushing,brush
palmer,palmer
anchorites,anchorite
pilfer,pilfer
routs,rout
superfine,superfine
decaying,decay
hither,hither
lances,lance
spider,spider
dictate,dictate
hatter,hatter
clothes-hanger,clothes-hanger
palter,palter
educes,educe
reimposition,reimposition
testament,testament
gashes,gash
instants,instant
commandeering,commandeer
enchanters,enchanter
ministering,minister
shiver,shiver
sniper,sniper
decoying,decoy
eludes,elude
atheism,atheism
decrying,decry
divorce,divorce
hordes,horde
affects,affect
heroes,hero
herpes,herpes
hotter,hot
reduced,reduce
sliver,sliver
amended,amend
withhold,withhold
issuer,issuer
lenses,lens
exudes,exude
lunges,lunge
epitomizes,epitomize
excavator,excavator
gushes,gush
vulcanize,vulcanize
buzzer,buzzer
favour,favour
halyards,halyard
magazines,magazine
debated,debate
horses,horse
seawards,seawards
gregariously,gregariously
hermaphrodites,hermaphrodite
secedes,secede
ejectors,ejector
forget,forget
ferret,ferret
physiologist,physiologist
electors,elector
quires,quire
betides,betide
derides,deride
debited,debit
divisors,divisor
exceeds,exceed
nationalistic,nationalistic
ownerless,ownerless
retired,retired,retire
enacted,enact
village,village
quizes,quiz
adverts,advert
aviators,aviator
deserts,desert
junket,junket
abetted,abet
lynxes,lynx
enrage,enrage
outfaces,outface
dosage,dosage
security,security
immanence,immanence
tabby-cats,tabby-cat
athirst,athirst
millwrights,millwright
exacted,exact
involvements,involvement
overpricedder,overpriced
thoraces,thorax
flimsiest,flimsy
glossed,gloss
alerted,alert
nonwoven,nonwoven
lazaret,lazaret
marquesses,marquess
breasts,breast
portage,portage
imminence,imminence
outpaces,outpace
desuetude,desuetude
storage,storage
grossed,gross
tonnage,tonnage
exalted,exalted,exalt
handset,handset
cardiovascular,cardiovascular
derates,derate
groused,grouse
layoff,layoff
voltage,voltage
averted,avert
castigating,castigate
excerpts,excerpt
uterus,uterus
sultriest,sultry
parboiled,parboil
iterating,iterate
inmates,inmate
scruff,scruff
tumbleweeds,tumbleweed
restored,restore
perceived,perceive
seventy-sixth,seventy-sixth
multiple,multiple
scratchier,scratchy
humerus,humerus
pre-emption,pre-emption
distribution,distribution
up-and-coming,up-and-coming
nexuses,nexus
pervaded,pervade
vamoosed,vamoose
in view of,in view of
ungainly,ungainly
irrelevant,irrelevant
plane-tree,plane-tree
proficient,proficient
purposes,purpose
recombined,recombine
reproducible,reproducible
disestablishing,disestablish
gas-fitters,gas-fitter
improbable,improbable
research,research
avenues,avenue
eighteens,eighteens
roadmenders,roadmender
atavisms,atavism
kitchens,kitchen
miscegenation,miscegenation
prayer-rugs,prayer-rug
invaders,invader
plodders,plodder
supposed,supposed,suppose
torpedo-tube,torpedo-tube
overdraw,overdraw
slipover,slipover
bleaching,bleach
chastisement,chastisement
pullover,pullover
proliferating,proliferate
analogy,analogy
flabbier,flabby
breaching,breach
disabusing,disabuse
hostages,hostage
outflanking,outflank
pillaged,pillage
free-spoken,free-spoken
refereeing,referee
shuddering,shudder
blenching,blench
laboratories,laboratory
bung-hole,bung-hole
merchandise,merchandise
enshrouds,enshroud
downturns,downturn
mercilessly,mercilessly
cure-alls,cure-all
billionths,billionth
swordsmanship,swordsmanship
lacquers,lacquer
verbosely,verbosely
wastebaskets,wastebasket
constrains,constrain
directorate,directorate
determinedly,determinedly
deplane,deplane
plotters,plotter
faintest,faint
omnipotence,omnipotence
over with,over with
recreates,recreate
tower-blocks,tower-block
cathedrals,cathedral
idolatress,idolatress
haymaking,haymaking
sauntering,saunter
gallivanted,gallivant
formula,formula
reassemble,reassemble
sportsmanship,sportsmanship
homewards,homewards
fracturing,fracture
undomesticated,undomesticated
vessel,vessel
watercress,watercress
procurators,procurator
shuttering,shutter
appendix,appendix
disconnecting,disconnect
stalwarts,stalwart
quarterstaff,quarterstaff
hoodwinked,hoodwink
sputtering,sputter
timberland,timberland
totally,totally
cleanly,cleanly
screen,screen
externalizing,externalize
paragon,paragon
snowfield,snowfield
squally,squally
guarantors,guarantor
stuttering,stutter
sculptress,sculptress
laymen,layman
perversion,perversion
motherland,motherland
dated,dated,date
eased,ease
fared,fare
jettisoning,jettison
turning-point,turning-point
photosynthesis,photosynthesis
fired,fire
tided,tide
algae,alga
fable,fable
kilocycles,kilocycle
orgasms,orgasm
reconstructed,reconstruct
reproof,reproof
glade,glade
propitious,propitious
weald,weald
doted,dote
hoped,hope
inflames,inflame
satirist,satirist
speed,speed
stead,stead
grace,grace
resuscitates,resuscitate
dodge,dodge
grade,grade
steed,steed
sun-up,sun-up
defenselessness,defenselessness
acrimonious,acrimonious
could,could
angle,angle
ravaging,ravage
consular,consular
fibre,fibre
spend,spend
chimera,chimera
glare,glare
polyacetal,polyacetal
quick-freezing,quick-freeze
crepe,crepe
grape,grape
deflowered,deflower
lesbian,lesbian
establishment,establishment
paxes,pax
pollard,pollard
quantifying,quantify
ditching,ditch
glaze,glaze
argue,argue
grate,grate
combustion,combustion
gas-engines,gas-engine
grave,grave
inaugural,inaugural
nazis,nazi
raves,rave
rives,rive
scuds,scud
couching,couch
graze,graze
flautist,flautist
nightmarish,nightmarish
refit,refit
sheet,sheet
betrotheds,betrothed
farthing,farthing
coughing,cough
roves,rove
scent,scent
skeet,skeet
gratuities,gratuity
shuns,shun
scuts,scut
seething,seethe
molestation,molestation
short-circuiting,short-circuit
cruet,cruet
skuas,skua
buzzard,buzzard
pleasure-crafts,pleasure-craft
sleet,sleet
slues,slue
dishonourably,dishonourably
exigencies,exigency
shuts,shut
slugs,slug
first,first
pyxes,pyx
count,count
slept,sleep
slugging,slug
slums,slum
slurs,slur
sluts,slut
progressed,progress
smelt,smelt,smell
court,court
crushing,crushing,crush
exhibitionist,exhibitionist
geisha,geisha
smudging,smudge
smuts,smut
jasper,jasper
pamper,pamper
crust,crust
snowflakes,snowflake
snubs,snub
snugs,snug
inflicted,inflict
souls,soul
soups,soup
sours,sour
spelt,spelt
spent,spent,spend
cremate,cremate
sponsor,sponsor
cozier,cozy
reservation,reservation
dramatization,dramatization
hashes,hash
decided,decided,decide
impropriety,impropriety
fowler,fowler
jester,jester
minces,mince
nincompoops,nincompoop
scandalmonger,scandalmonger
spuds,spud
spues,spue
spurs,spur
ecologist,ecologist
spy-hole,spy-hole
decoded,decode
stereoscopes,stereoscope
coterminous,coterminous
stopwatch,stopwatch
stubs,stub
studs,stud
peripheral,peripherals,peripheral
stuns,stun
animism,animism
manses,manse
raises,raise
seduced,seduce
blended,blend
niggards,niggard
bounced,bounce
envies,envy
flukes,fluke
monies,money
briefs,brief
flumes,flume
kopjes,kopje
poultices,poultice
bastards,bastard
supplanting,supplant
grandads,grandad
hisses,hiss
desalinized,desalinize
expedites,expedite
hushes,hush
liquidating,liquidate
garnet,garnet
mallet,mallet
components,component
corrosion,corrosion
flutes,flute
minxes,minx
dowses,dowse
looses,loose
deducts,deduct
explosion,explosion
downpour,downpour
fluxes,flux
communicating,communicate
despotism,despotism
garret,garret
hemispheres,hemisphere
accordion,accordion
advised,advised,advise
appeasing,appease
maximizes,maximize
bleated,bleat
limpet,limpet
majority,majority
millet,millet
naiades,naiad
nimbus,nimbus
announcer,announcer
fluency,fluency
disyllables,disyllable
forbears,forbear
odourless,odourless
passage,passage
bustards,bustard
powered,powered,power
bayous,bayou
equipped,equip
ibuprofen,ibuprofen
micro-organism,micro-organism
mullet,mullet
prophetic,prophetic
charisma,charisma
recessional,recessional
decrees,decree
dotage,dotage
bruised,bruise
feasted,feast
forage,forage
humanizes,humanize
irregulars,irregular
regret,regret
copper-bottom,copper-bottom
disused,disused
captivate,captivate
poniarding,poniard
privet,privet
restorer,restorer
postage,postage
roughen,roughen
rounder,round
ruffians,ruffian
auctioning,auction
inflating,inflate
collating,collate
cruelty,cruelty
cadaver,cadaver
outrage,outrage
ragout,ragout
refuge,refuge
restores,restore
sedates,sedate
self-coloured,self-coloured
singlesticks,singlestick
pervades,pervade
sledge,sledge
spray-gun,spray-gun
surfaced,surface
sweat,sweat
swept,sweep
sweet,sweet
synchronizations,synchronization
tariff,tariff
testbed,testbed
rigout,rigout
toiler,toiler
agribusinesses,agribusiness
tomfoolery,tomfoolery
categorizes,categorize
totes,tote
entreaties,entreaty
ignites,ignite
neuroses,neurosis
realign,realign
triter,trite
tutus,tutu
arraign,arraign
uncut,uncut
cornstarch,cornstarch
unplaced,unplaced
dextrose,dextrose
revive,revive
ripsaws,ripsaw
unreliably,unreliably
unsafe,unsafe
unseats,unseat
Augusts,August
unspecified,unspecified
vagrants,vagrant
vaguer,vague
vamooses,vamoose
vaults,vault
vaunts,vaunt
verbs,verb
vigour,vigour
virus,virus
piquantly,piquantly
volunteering,volunteer
supposes,suppose
tea-tray,tea-tray
decolonizes,decolonize
wedges,wedge
dogsbody,dogsbody
zones,zone
pillager,pillager
prompting,prompting,prompt
meditating,meditate
mainframes,mainframe
syllabizing,syllabize
myrmidons,myrmidon
remedy,remedy
artefacts,artefact
orthodoxies,orthodoxy
calorie,calorie
lackey,lackey
artifacts,artifact
assassinated,assassinate
payphones,payphone
pillages,pillage
convex,convex
manpower,manpower
kidney,kidney
amputating,amputate
chamois-leathers,chamois-leather
globalization,globalization
compeers,compeer
bastardy,bastardy
backbencher,backbencher
phantasmal,phantasmal
nitrochalk,nitrochalk
clenching,clench
socialization,socialization
diverging,diverge
insincerely,insincerely
nobleman,nobleman
shibboleths,shibboleth
phoenix,phoenix
chameleon,chameleon
toughening,toughen
jaunty,jaunty
kopecks,kopeck
chronically,chronically
multiply,multiply
colitis,colitis
centenary,centenary
cottontail,cottontail
cheerier,cheery
carbon-paper,carbon-paper
pillowed,pillow
sumpters,sumpter
emplane,emplane
enplane,enplane
fistula,fistula
unpredictably,unpredictably
full-blown,full-blown
primula,primula
partaking,partake
stumpier,stumpy
assembles,assemble
determinant,determinant
disappoints,disappoint
deprecated,deprecate
forecasted,forecast
comfortable,comfortable
gas-station,gas-station
derogation,derogation
flibbertigibbets,flibbertigibbet
bulkheads,bulkhead
obituary,obituary
mahjong,mahjong
cherries,cherry
gharries,gharry
restoratives,restorative
secularism,secularism
biennially,biennially
disorganized,disorganize
unmistakable,unmistakable
octagon,octagon
rigidities,rigidity
convulsions,convulsion
euphuisms,euphuism
altruisms,altruism
backbenches,backbench
forwardness,forwardness
reconcilable,reconcilable
disruption,disruption
widespread,widespread
chorales,chorale
desegregated,desegregate
caved,cave
electrogalvanizing,electrogalvanize
auguries,augury
lamed,lame
naked,naked
picador,picador
plebiscite,plebiscite
radio-telescope,radio-telescope
detachments,detachment
horse-chestnuts,horse-chestnut
practicing,practice
raged,rage
resurgent,resurgent
servant,servant
tureen,tureen
wooden,wooden
limed,lime
woolen,woolen
congestion,congestion
contradict,contradict
gable,gable
metatarsal,metatarsal
authenticate,authenticate
plied,ply
rigid,rigid
tread,tread
bowed,bow
gored,gore
reshuffle,reshuffle
rotten,rotten
pried,pry
undid,undo
breathers,breather
nasalizing,nasalize
flagrantly,flagrantly
bogie,bogie
fused,fuse
druid,druid
scatterbrain,scatterbrain
savaging,savage
tweed,tweed
heave,heave
unheard,unheard
ransacked,ransack
trephine,trephine
waterway,waterway
trend,trend
hair-breadth,hair-breadth
